# Avida time data
# Fri Jun 24 16:15:50 2011
#  1: update
#  2: avida time
#  3: average generation
#  4: num_executed?

0 0 0 30 
100 1.03093 6.97183 2130 
200 2.06249 14.9849 13920 
300 3.09898 22.7614 35850 
400 4.13919 30.4943 68190 
500 5.1813 38.295 104040 
600 6.22313 46.1178 107880 
700 7.26665 53.9819 107850 
800 8.31128 61.8966 107940 
900 9.35625 69.8068 107910 
1000 10.402 77.7009 107880 
1100 11.448 85.6058 107850 
1200 12.4936 93.5585 107910 
1300 13.5386 101.468 107940 
1400 14.5834 109.486 107970 
1500 15.6274 117.406 107970 
1600 16.6722 125.319 107970 
1700 17.7169 133.308 107850 
1800 18.762 141.325 107970 
1900 19.8075 149.347 107880 
2000 20.8524 157.381 107880 
2100 21.8971 165.553 107910 
2200 22.9409 173.63 107910 
2300 23.9785 182.09 107940 
2400 24.9933 191.095 107910 
2500 25.9219 202.367 107910 
2600 26.6476 218.335 107940 
2700 27.18 238.15 107970 
2800 27.5959 259.05 107880 
2900 27.9239 280.889 107910 
3000 28.1882 300.909 107940 
3100 28.4072 316.861 107940 
3200 28.5933 331.131 107910 
3300 28.7252 351.861 107970 
3400 28.8068 379.892 107970 
3500 28.8648 407.083 107970 
3600 28.9118 430.563 108000 
3700 28.9529 451.267 107940 
3800 28.9911 465.979 107970 
3900 29.0281 477.739 107850 
4000 29.0648 487.073 107880 
4100 29.1011 496.243 107940 
4200 29.1363 505.826 107940 
4300 29.1695 516.148 107970 
4400 29.2006 527.752 107970 
4500 29.2284 541.266 107970 
4600 29.2535 555.657 107910 
4700 29.2758 571.078 107910 
4800 29.296 586.402 107880 
4900 29.3149 600.103 107880 
5000 29.3329 611.982 107850 
