# Avida Average Data
# Fri Jun 24 15:50:09 2011
#  1: Update
#  2: Merit
#  3: Gestation Time
#  4: Fitness
#  5: Repro Rate?
#  6: Size
#  7: Copied Size
#  8: Executed Size
#  9: Abundance
# 10: Proportion of organisms that gave birth in this update
# 11: Proportion of Breed True Organisms
# 12: Genotype Depth
# 13: Generation
# 14: Neutral Metric
# 15: Lineage Label
# 16: True Replication Rate (based on births/update, time-averaged)

3900 89072.2 371.952 240.092 0 100 100 94.9205 3.12476 0.062481 0.0536422 34.6013 604.749 6.60008 0 149.575 
4000 88316.4 370.978 238.407 0 100 100 94.9833 2.9408 0.0600805 0.0498606 34.8944 613.977 6.54577 0 161.183 
4100 89158.7 370.143 241.123 0 100 100 95.0054 3.03913 0.058982 0.048503 35.35 623.427 7.00467 0 166.241 
4200 89397.3 370.006 241.842 0 100 100 94.9321 3.20418 0.062537 0.0515708 35.7765 632.162 6.59512 0 167.711 
4300 88933.8 369.856 240.7 0 100 100 94.9295 3.03864 0.0551014 0.0472298 36.0863 640.986 6.48174 0 168.393 
4400 88131.6 369.575 238.664 0 100 100 94.9087 2.9553 0.0652432 0.051898 36.5261 649.906 6.75681 0 168.48 
4500 89672.9 370.467 242.422 0 100 100 94.9019 2.99039 0.0581192 0.0493575 36.9334 659.18 7.43145 0 168.656 
4600 89407.2 370.395 241.785 0 100 100 94.9484 2.99368 0.0627073 0.0512511 37.3352 667.84 7.57587 0 169.01 
4700 89918.9 371.076 242.899 0 100 100 94.9433 3.24809 0.0569918 0.0490599 37.5414 676.404 7.05162 0 169.263 
4800 89626.3 370.041 242.553 0 100 100 94.9628 3.09738 0.0637848 0.0519952 37.8062 685.069 7.63111 0 169.179 
4900 88543.7 369.195 240.089 0 100 100 94.9488 2.95392 0.0533541 0.0418097 38.0952 693.712 6.71585 0 169.276 
5000 89804.6 368.932 243.54 0 100 100 94.9895 3.02564 0.0599065 0.0496786 38.3372 702.467 7.80173 0 169.194 
